OID_,TL_id,TL_Date,TL_Class,TL_Genet,TL_Cx,TL_Cy,TL_Area,TL_SurfA,TL_Perim,TL_Note,Morph_Code,Site,Quadrat,TimePt,Annotator,QC_Check,Shape_Leng,Shape_Area
187,258,5/18/2014,ACSP,206,9536.2,6519,2668.67,0,308.6, ,TB,OCC-MAU-002,-99,0,JC, ,3.135252042,0.275194135
188,260,5/18/2014,ACSP,207,8995.6,8345.8,529.45,0,120.1, ,BR,OCC-MAU-002,1,0,JC, ,1.219941285,0.054546785
189,72,5/18/2014,PLOB,72,10115.9,8456.6,23354.46,0,1646.1, ,MD,OCC-MAU-002,1,0,JC, ,16.72831878,2.4098322
190,263,5/18/2014,ACSP,208,9206.7,11485.7,10.81,0,12.5, ,BR,OCC-MAU-002,12,0,JC, ,0.127357336,0.00110221
191,265,5/18/2014,AGLO,209,9691.5,12287.9,622.93,0,123.2, ,BR,OCC-MAU-002,-99,0,JC, ,1.251656481,0.064188595
192,267,5/18/2014,ACSP,210,10728.3,11358.7,350.2,0,92.9, ,BR,OCC-MAU-002,-99,0,JC, ,0.944529002,0.03606427
193,268,5/18/2014,AGLO,211,10670.5,10527.3,1150.73,0,202.1, ,BR,OCC-MAU-002,-99,0,JC, ,2.054607048,0.11867793
194,273,5/18/2014,AGLO,212,11954.3,4456.2,675.29,0,123.2, ,BR,OCC-MAU-002,-99,0,JC, ,1.251847395,0.069599865
195,276,5/18/2014,ACSP,213,12725.2,3499.2,962.24,0,168.2, ,TB,OCC-MAU-002,-99,0,JC, ,1.709380485,0.09917907
196,277,5/18/2014,ACSP,214,12812.1,5063.4,375.04,0,101.9, ,BR,OCC-MAU-002,-99,0,JC, ,1.034403171,0.0386239
197,279,5/18/2014,ACSP,215,12898.4,6602.1,486.72,0,103.3, ,BR,OCC-MAU-002,-99,0,JC, ,1.049853937,0.050153635
198,280,5/18/2014,AGLO,216,12891.2,7085.3,558.42,0,112.2, ,BR,OCC-MAU-002,-99,0,JC, ,1.139443973,0.05753968
199,25,5/6/2014,POCS,25,6802.3,4543.1,7.71,0,12.8, ,BR,OCC-MAU-019,8,0,CA, ,0.128245499,0.00075842
200,26,5/6/2014,PLUT,26,6508.5,4601.9,70.66,0,78.7, ,EM,OCC-MAU-019,8,0,CA, ,0.786786694,0.00699772
201,27,5/6/2014,PLUT,27,6372.7,2397.2,11.67,0,16.1, ,EM,OCC-MAU-019,13,0,CA, ,0.16097342,0.00115152
202,28,5/6/2014,ACSP,28,8070.3,4659.5,2281.57,0,297.8, ,TB,OCC-MAU-019,7,0,CA, ,2.978212161,0.2279207
203,31,5/6/2014,POCS,31,6553,5594.3,8.23,0,13.3, ,BR,OCC-MAU-019,24,0,CA, ,0.133559209,0.00081022
204,32,5/6/2014,ACSP,32,2640.6,7064.6,140.51,0,59.4, ,BR,OCC-MAU-019,9,0,CA, ,0.593791747,0.01399912
205,33,5/6/2014,ACSP,33,6641.2,6777.2,201.43,0,74.9, ,BR,OCC-MAU-019,22,0,CA, ,0.749472988,0.02007712
206,34,5/6/2014,PMEA,34,6631.9,6967.6,114.51,0,53.1, ,BR,OCC-MAU-019,22,0,CA, ,0.531164332,0.01140372
207,35,5/6/2014,ACSP,35,6491.4,8229.6,262.03,0,68.8, ,BR,OCC-MAU-019,16,0,CA, ,0.688277021,0.02614092
208,36,5/6/2014,ACSP,36,5991.4,8430.2,91.75,0,47, ,BR,OCC-MAU-019,16,0,CA, ,0.470595784,0.00913212
209,37,5/6/2014,PMEA,37,4813.2,7977.7,173.47,0,73.7, ,BR,OCC-MAU-019,11,0,CA, ,0.736544054,0.01728262
210,38,5/6/2014,PMEA,38,4749.4,8328.9,115.71,0,69.2, ,BR,OCC-MAU-019,-99,0,CA, ,0.691632366,0.01151062
211,39,5/6/2014,PVER,39,9892.6,948.4,79.15,0,47, ,BR,OCC-MAU-019,-99,0,CA, ,0.470193768,0.00787332
212,40,5/6/2014,PVER,40,9837,1719.9,119.94,0,58.2, ,BR,OCC-MAU-019,-99,0,CA, ,0.582478038,0.01194292
213,41,5/6/2014,POSP,41,8959.6,2539.8,171.07,0,143, ,EM,OCC-MAU-019,-99,0,CA, ,1.429754303,0.01698382
214,42,5/6/2014,ACSP,42,8364.5,2332.2,73.53,0,36.2, ,BR,OCC-MAU-019,-99,0,CA, ,0.362252641,0.00732112
215,43,5/6/2014,ACSP,43,8068.5,2418.9,5.03,0,9.2, ,BR,OCC-MAU-019,-99,0,CA, ,0.09161808,0.00049342
216,44,5/6/2014,PMEA,44,9223.5,3322.9,562.89,0,151.9, ,BR,OCC-MAU-019,-99,0,CA, ,1.519244633,0.05615522
217,45,5/6/2014,PVER,45,5901.9,2035.8,191.52,0,72.3, ,BR,OCC-MAU-019,-99,0,CA, ,0.723046579,0.01908852
218,46,5/6/2014,POCS,46,5740.3,1922.2,1.7,0,5.5, ,BR,OCC-MAU-019,-99,0,CA, ,0.055375442,0.00016392
219,47,5/6/2014,PMEA,47,5275.6,1646.6,22.31,0,22.1, ,BR,OCC-MAU-019,-99,0,CA, ,0.221399824,0.00221072
220,48,5/6/2014,PMEA,48,5496.2,1442.3,19.17,0,19.7, ,BR,OCC-MAU-019,-99,0,CA, ,0.196914541,0.00189892
221,49,5/6/2014,PLOB,49,2725.7,2590.2,268.57,0,68.1, ,PL,OCC-MAU-019,-99,0,CA, ,0.680803938,0.02679762
222,51,5/6/2014,POCS,51,2475.4,5245.9,107.6,0,54.4, ,BR,OCC-MAU-019,-99,0,CA, ,0.544134897,0.01071192
223,50,5/6/2014,ACSP,50,1624.9,4179.5,498.06,0,117, ,TB,OCC-MAU-019,-99,0,CA, ,1.17015203,0.0497206
224,52,5/6/2014,POCS,52,1514.9,6146.7,149.91,0,66.5, ,BR,OCC-MAU-019,-99,0,CA, ,0.664703428,0.01493352
225,53,5/6/2014,PLUT,53,7164.2,10110.2,10.12,0,12.2, ,MD,OCC-MAU-019,14,0,CA, ,0.122588639,0.00099982
226,54,5/6/2014,PLUT,53,7179.7,10152.9,2.17,0,6, ,EM,OCC-MAU-019,14,0,CA, ,0.060547014,0.00021032
227,55,5/6/2014,PLUT,53,7397.1,9974.6,1.78,0,4.9,,MD,OCC-MAU-019,14,0,CA, ,0.049233303,0.00017212
228,56,5/6/2014,PLUT,53,7784,10000.7,7.56,0,10.9, ,MD,OCC-MAU-019,14,0,CA, ,0.108689146,0.00074492
229,57,5/6/2014,PLUT,53,7451.4,10238.5,2.43,0,5.9, ,EM,OCC-MAU-019,14,0,CA, ,0.058890158,0.00023732
230,59,5/6/2014,PLUT,55,7439.1,10320.6,0.57,0,2.8, ,EM,OCC-MAU-019,-99,0,CA, ,0.027576452,5.312E-05
231,60,5/6/2014,PLUT,56,7333.3,10441,4.54,0,8.1, ,MD,OCC-MAU-019,-99,0,CA, ,0.080547014,0.00044632
232,58,5/6/2014,PLUT,54,7415.2,10217.3,15.95,0,15.9, ,MD,OCC-MAU-019,-99,0,CA, ,0.159316569,0.00158052
233,61,5/6/2014,PLUT,57,7421.5,10242.8,0.73,0,3.3, ,EM,OCC-MAU-019,-99,0,CA, ,0.032748023,6.852E-05
234,62,5/6/2014,PLUT,53,6900.9,10237.8,7.12,0,10, ,MD,OCC-MAU-019,14,0,CA, ,0.100446509,0.00070162
235,63,5/6/2014,PLUT,58,6731.9,10068.5,4.18,0,7.7, ,MD,OCC-MAU-019,-99,0,CA, ,0.076789653,0.00040982
236,64,5/6/2014,PLUT,58,6745.5,10088.5,2.02,0,6.5, ,EM,OCC-MAU-019,-99,0,CA, ,0.065132798,0.00019482
237,65,5/6/2014,PLUT,58,6731.1,10053.5,0.66,0,4.2, ,EM,OCC-MAU-019,-99,0,CA, ,0.042404878,6.072E-05
238,66,5/6/2014,PLUT,59,6772.2,9998,30.08,0,26.6, ,MD,OCC-MAU-019,-99,0,CA, ,0.265742974,0.00298312
239,68,5/6/2014,PLUT,53,6829,10030.2,33.72,0,25.9, ,MD,OCC-MAU-019,14,0,CA, ,0.259198813,0.00334952
240,69,5/6/2014,PLUT,53,6873.1,10054.3,16.25,0,16, ,MD,OCC-MAU-019,14,0,CA, ,0.159943981,0.00161012
241,70,5/6/2014,PLUT,53,6968.5,9925.6,197.84,0,83.7, ,MD,OCC-MAU-019,14,0,CA, ,0.836627316,0.01971202
242,71,5/6/2014,PLUT,53,6872.8,9923.2,31.04,0,30.1, ,PL,OCC-MAU-019,14,0,CA, ,0.301240448,0.00307702
243,72,5/6/2014,PLUT,53,7444.5,9756.9,135.39,0,87.2, ,MD,OCC-MAU-019,14,0,CA, ,0.87155625,0.01346332
244,73,5/6/2014,PLUT,53,7345.3,9681.7,15.91,0,16.2, ,MD,OCC-MAU-019,14,0,CA, ,0.162287127,0.00157672
245,74,5/6/2014,PLUT,53,7340.2,9702.9,117.08,0,80.2, ,PL,OCC-MAU-019,14,0,CA, ,0.801514624,0.01163762
246,75,5/6/2014,PLUT,53,7765.9,10513.9,15.19,0,17.6, ,MD,OCC-MAU-019,14,0,CA, ,0.17628713,0.00150232
247,76,5/6/2014,PLUT,60,7714.2,10602.7,0.99,0,4.2, ,EM,OCC-MAU-019,-99,0,CA, ,0.042404877,9.372E-05
248,77,5/6/2014,PLUT,61,7715.9,10617.5,1.54,0,4.6, ,EM,OCC-MAU-019,-99,0,CA, ,0.045819093,0.00014842
249,78,5/6/2014,PLUT,62,7698.9,10638.8,10.34,0,12.5, ,MD,OCC-MAU-019,-99,0,CA, ,0.124831284,0.00102272
250,79,5/6/2014,POCS,63,7597.5,10587.5,16.72,0,18.8, ,BR,OCC-MAU-019,-99,0,CA, ,0.188086122,0.00165472
251,80,5/6/2014,PLUT,64,7234.1,10775.7,3.06,0,6.7, ,EM,OCC-MAU-019,-99,0,CA, ,0.066547012,0.00029972
252,81,5/6/2014,PLUT,65,7338.7,10861.2,2.65,0,6.6, ,MD,OCC-MAU-019,-99,0,CA, ,0.065961223,0.00025782
253,82,5/6/2014,PLUT,53,7313.6,10740.7,0.75,0,3.9, ,EM,OCC-MAU-019,14,0,CA, ,0.039475947,7.022E-05
254,83,5/6/2014,PLUT,53,6893.3,10532.3,19.21,0,19.1, ,MD,OCC-MAU-019,14,0,CA, ,0.191358195,0.00190302
255,84,5/6/2014,PLUT,53,6925.5,10579,2.19,0,8.1, ,EM,OCC-MAU-019,14,0,CA, ,0.080689147,0.00021072
256,67,5/6/2014,PLUT,53,6763.9,10150.1,17.63,0,19, ,MD,OCC-MAU-019,14,0,CA, ,0.190144994,0.00174552
257,85,5/6/2014,PLUT,66,6788.2,10132.1,10,0,16.1, ,MD,OCC-MAU-019,-99,0,CA, ,0.16073078,0.00098442
258,86,5/6/2014,PLUT,53,7354.1,10358.8,8701.28,0,2256, ,MD,OCC-MAU-019,14,0,CA, ,22.55983809,0.87078804
259,87,5/6/2014,PVER,67,7984.6,10624.6,83.87,0,47.6, ,BR,OCC-MAU-019,-99,0,CA, ,0.476335898,0.00834612
260,88,5/6/2014,PVER,68,7579.8,11157.3,14.19,0,15.6, ,BR,OCC-MAU-019,-99,0,CA, ,0.156387634,0.00140402
261,89,5/6/2014,POCS,69,6848.4,11215.3,19.68,0,25.5, ,BR,OCC-MAU-019,-99,0,CA, ,0.254914549,0.00194512
262,90,5/6/2014,POCS,70,7001.1,11639.6,78.79,0,52.5, ,BR,OCC-MAU-019,-99,0,CA, ,0.525264835,0.00783202
263,91,5/6/2014,POCS,71,7295.1,11599.5,46.71,0,38.9, ,BR,OCC-MAU-019,-99,0,CA, ,0.388796792,0.00463672
264,92,5/6/2014,POCS,72,6700.5,11683.1,45.99,0,44.6, ,BR,OCC-MAU-019,-99,0,CA, ,0.446595777,0.00455952
265,94,5/6/2014,PMEA,74,9100.4,11934.1,119.8,0,63.6, ,BR,OCC-MAU-019,-99,0,CA, ,0.63621815,0.01192512
266,95,5/6/2014,PMEA,75,9582.7,11820.7,267.83,0,91.7, ,BR,OCC-MAU-019,-99,0,CA, ,0.91681107,0.02670412
267,96,5/6/2014,POCS,76,11680.4,10942.5,24.21,0,25.2, ,BR,OCC-MAU-019,-99,0,CA, ,0.252186623,0.00239802
268,97,5/6/2014,PMEA,77,11844.9,10303.3,331.74,0,107.4, ,BR,OCC-MAU-019,-99,0,CA, ,1.073923776,0.03308032
269,98,5/6/2014,PMEA,78,11865.1,9471.4,149.76,0,108.7, ,BR,OCC-MAU-019,-99,0,CA, ,1.087135557,0.01488928
270,99,5/6/2014,POCS,79,11113.2,9824.8,409.85,0,104.7, ,BR,OCC-MAU-019,-99,0,CA, ,1.047337986,0.04089402
271,100,5/6/2014,POCS,80,10583.2,9168.9,201.06,0,78.2, ,BR,OCC-MAU-019,-99,0,CA, ,0.782363144,0.0200448
272,101,5/6/2014,POCS,81,9666,9767,16.77,0,24.9, ,BR,OCC-MAU-019,-99,0,CA, ,0.249399824,0.00165392
273,102,5/6/2014,POCS,82,8689.9,9646,251.63,0,79.7, ,BR,OCC-MAU-019,-99,0,CA, ,0.796806791,0.0251093
274,103,5/6/2014,POCS,83,7872.5,8988.5,170.21,0,69.7, ,BR,OCC-MAU-019,-99,0,CA, ,0.696601501,0.01697028
275,104,5/6/2014,ACSP,84,8121.8,7891.6,500.25,0,182.2, ,BR,OCC-MAU-019,-99,0,CA, ,1.822503753,0.04989124
276,105,5/6/2014,PMEA,85,10363.3,7583.7,218.65,0,112.1, ,BR,OCC-MAU-019,-99,0,CA, ,1.121421256,0.02176802
277,106,5/6/2014,PMEA,86,11404.6,7682.3,183.06,0,64, ,BR,OCC-MAU-019,-99,0,CA, ,0.640561299,0.01825052
278,107,5/6/2014,PVER,87,11962.1,6447.5,487.66,0,136.1, ,BR,OCC-MAU-019,-99,0,CA, ,1.36080099,0.04864852
279,108,5/6/2014,PVER,88,11587.8,5606.7,173.05,0,90.8, ,BR,OCC-MAU-019,-99,0,CA, ,0.908284181,0.01722502
280,29,5/6/2014,PVER,29,10129,2407.6,113.18,0,53.5, ,BR,OCC-MAU-019,-99,0,CA, ,0.53472068,0.01127182
281,109,5/6/2014,PLOB,89,8913.8,4853.1,6233.59,0,520.5, ,MD,OCC-MAU-019,-99,0,CA, ,5.204856595,0.62318296
282,110,5/6/2014,ACSP,90,7213.1,5489.5,477.47,0,120.5, ,BR,OCC-MAU-019,-99,0,CA, ,1.20477659,0.04764272
283,111,5/6/2014,POCS,91,6761.9,4731,277.28,0,108.3, ,BR,OCC-MAU-019,-99,0,CA, ,1.08325759,0.0276427
284,112,5/6/2014,PLUT,92,7447.5,4593.3,623.2,0,165.9, ,MD,OCC-MAU-019,-99,0,CA, ,1.659553288,0.06217542
285,113,5/6/2014,PLUT,93,7292.4,3839.4,17741.98,0,936.9, ,MD,OCC-MAU-019,-99,0,CA, ,9.369298208,1.7735262
286,114,5/6/2014,PGRA,94,5785.9,4280.4,611.58,0,206.3, ,BR,OCC-MAU-019,-99,0,CA, ,2.062839641,0.06098092
287,115,5/6/2014,ACSP,95,1957.6,6333,2648.61,0,359.8, ,TB,OCC-MAU-019,-99,0,CA, ,3.597745401,0.26455172
288,116,5/6/2014,PGRA,96,2582.3,6535.4,367.53,0,129.8, ,BR,OCC-MAU-019,-99,0,CA, ,1.298315692,0.03664152
289,117,5/6/2014,PMEA,97,3150.8,9359.7,307.52,0,117.8, ,BR,OCC-MAU-019,-99,0,CA, ,1.178294174,0.0306634
290,118,5/6/2014,ACSP,98,3747.4,9401.4,4115.77,0,459.1, ,TB,OCC-MAU-019,-99,0,CA, ,4.591120762,0.41124038
291,119,5/6/2014,POCS,99,4080.5,9685.7,146.11,0,65.7, ,BR,OCC-MAU-019,-99,0,CA, ,0.6565613,0.01455392
292,120,5/6/2014,ACSP,100,5104.9,10288.5,287.45,0,100, ,BR,OCC-MAU-019,-99,0,CA, ,1.000124795,0.02865812
293,121,5/6/2014,ACSP,101,5079.5,8941,19.27,0,20.4, ,BR,OCC-MAU-019,-99,0,CA, ,0.204086118,0.00190812
294,122,5/6/2014,PVER,102,4553,7269.1,233.95,0,85.9, ,BR,OCC-MAU-019,-99,0,CA, ,0.85945574,0.02332082
295,123,5/6/2014,POCS,103,4947.9,7430.3,23.78,0,34.2, ,BR,OCC-MAU-019,-99,0,CA, ,0.341826233,0.00234692
296,124,5/6/2014,ACSP,104,4773.4,7170.9,11.84,0,14.8, ,BR,OCC-MAU-019,-99,0,CA, ,0.14838763,0.00116982
297,125,5/6/2014,ACSP,105,5151.1,5173.9,10.48,0,13.4, ,BR,OCC-MAU-019,-99,0,CA, ,0.133659713,0.00103492
298,126,5/6/2014,POCS,106,6869.4,5259.8,25.56,0,27.1, ,BR,OCC-MAU-019,-99,0,CA, ,0.270613027,0.00253142
299,127,5/6/2014,ACSP,107,6835,6345.2,2896.38,0,361.9, ,TB,OCC-MAU-019,-99,0,CA, ,3.619319003,0.28932532
300,30,5/6/2014,POCS,30,7719.4,5855.5,162.1,0,79.3, ,BR,OCC-MAU-019,0,0,CA, ,0.792987703,0.01614052
301,128,5/6/2014,PLUT,108,6052,2837.1,4173.07,0,509.3, ,MD,OCC-MAU-019,13,0,CA, ,5.093199642,0.41696514
302,129,5/6/2014,PLUT,109,5575.2,1711.7,22406.41,0,1161.5, ,MD,OCC-MAU-019,-99,0,CA, ,11.61515289,2.23997806
303,130,5/6/2014,PLUT,110,4617.8,10527,178.98,0,59.7, ,MD,OCC-MAU-019,-99,0,CA, ,0.59676231,0.01784532
304,131,5/6/2014,PLUT,111,4583.9,10650.2,2.94,0,7.4, ,EM,OCC-MAU-019,-99,0,CA, ,0.07361808,0.00028622
305,93,5/6/2014,POCS,73,2614.5,10575.7,85.83,0,55.6, ,BR,OCC-MAU-019,-99,0,CA, ,0.555569205,0.0085432
306,134,5/6/2014,POCS,113,1685.7,9646.2,3.85,0,7.8, ,BR,OCC-MAU-019,-99,0,CA, ,0.077618079,0.00037682
307,135,5/6/2014,POCS,114,1715.3,9636.6,2.41,0,5.9, ,BR,OCC-MAU-019,-99,0,CA, ,0.058890159,0.00023432
308,136,5/6/2014,POCS,115,1706.8,9596.3,10.65,0,18, ,BR,OCC-MAU-019,-99,0,CA, ,0.179801842,0.00104772
309,137,5/6/2014,POCS,116,1702.8,9618.7,2.59,0,6.3, ,BR,OCC-MAU-019,-99,0,CA, ,0.063132799,0.00025202
310,138,5/6/2014,POCS,117,1769.7,9652.6,3.98,0,8.7, ,BR,OCC-MAU-019,-99,0,CA, ,0.087274935,0.00038902
311,139,5/6/2014,POCS,118,1747.8,9605.2,22.32,0,33.4, ,BR,OCC-MAU-019,-99,0,CA, ,0.333524719,0.00220362
312,140,5/6/2014,POCS,119,1707.1,9531.9,38.29,0,33.7, ,BR,OCC-MAU-019,-99,0,CA, ,0.337444318,0.0038075
313,141,5/6/2014,POCS,120,1668.6,9558.9,11.3,0,18.3, ,BR,OCC-MAU-019,-99,0,CA, ,0.183257689,0.00111312
314,142,5/6/2014,POCS,121,1770.1,9684.3,10.87,0,14.9, ,BR,OCC-MAU-019,-99,0,CA, ,0.149073927,0.00106742
315,143,5/6/2014,POCS,122,1733.1,9685.7,17.77,0,23.1, ,BR,OCC-MAU-019,-99,0,CA, ,0.231257694,0.00175532
316,144,5/6/2014,POCS,123,1693.6,9699.7,24.66,0,29.8, ,BR,OCC-MAU-019,-99,0,CA, ,0.297826236,0.00243932
317,145,5/6/2014,POCS,124,1658.1,9719.6,3.9,0,8.8, ,BR,OCC-MAU-019,-99,0,CA, ,0.088002857,0.00038132
318,146,5/6/2014,POCS,125,1646.5,9577.3,16.89,0,24.9, ,BR,OCC-MAU-019,-99,0,CA, ,0.248512523,0.00166792
319,147,5/6/2014,POCS,126,1620.6,9598.8,21.14,0,20.5, ,BR,OCC-MAU-019,-99,0,CA, ,0.204772411,0.00209572
320,148,5/6/2014,POCS,127,1626.9,9664,67.85,0,56.4, ,BR,OCC-MAU-019,-99,0,CA, ,0.564134896,0.00673492
321,132,5/6/2014,POCS,112,1323.5,7627.9,106.47,0,69.9, ,BR,OCC-MAU-019,-99,0,CA, ,0.698745065,0.01058682
322,25,6/7/2017,PLOB,25,12219.2,5642.9,105.34,0,59.8, ,MD,OCC-ASC-003,-99,0,CA, ,0.598054484,0.0104914
323,26,6/7/2017,ACSP,26,7715.3,7363,17.66,0,21.8, ,BR,OCC-ASC-003,21,0,CA, ,0.218429265,0.00174552
324,27,6/7/2017,PMEA,27,3109.2,4000.4,17.74,0,17.3, ,KN,OCC-ASC-003,22,0,CA, ,0.173115557,0.00175872
325,28,6/7/2017,PMEA,28,3180.2,3759.1,5.37,0,8.9, ,KN,OCC-ASC-003,22,0,CA, ,0.089517576,0.00052892
326,31,6/7/2017,PMEA,31,7270.8,7001,3.56,0,7.7, ,KN,OCC-ASC-003,-99,0,CA, ,0.076547011,0.00034772
327,32,6/7/2017,POSP,32,8184.2,6788.3,6.87,0,10.4, ,EM,OCC-ASC-003,-99,0,CA, ,0.103760218,0.00067662
328,33,6/7/2017,POSP,33,8154.3,6716.2,2.99,0,6.7, ,EM,OCC-ASC-003,-99,0,CA, ,0.066547014,0.00029172
329,34,6/7/2017,POSP,33,8175.1,6725.3,0.32,0,2.2, ,EM,OCC-ASC-003,-99,0,CA, ,0.021919595,2.852E-05
330,35,6/7/2017,POSP,34,8394,6812.6,4.75,0,8.2, ,EM,OCC-ASC-003,-99,0,CA, ,0.081961227,0.00046622
331,36,6/7/2017,POSP,35,8739.5,6892.9,3.43,0,8.6, ,EM,OCC-ASC-003,-99,0,CA, ,0.086203867,0.00033392
332,37,6/7/2017,POSP,36,8398.2,6216.5,6.05,0,11.3, ,EM,OCC-ASC-003,-99,0,CA, ,0.11341707,0.00059382
333,38,6/7/2017,POSP,37,8376.8,6230.1,5.05,0,10.9, ,EM,OCC-ASC-003,-99,0,CA, ,0.108689146,0.00049392
334,39,6/7/2017,ACSP,38,7308,5511.6,9.37,0,13.1, ,BR,OCC-ASC-003,-99,0,CA, ,0.131073927,0.00092422
335,40,6/7/2017,ACSP,38,7316,5538.4,3.14,0,7.4, ,KN,OCC-ASC-003,-99,0,CA, ,0.074203867,0.00030612
336,41,6/7/2017,ACSP,38,7334.5,5539.8,7.89,0,15.2, ,KN,OCC-ASC-003,-99,0,CA, ,0.151559206,0.00077442
337,42,6/7/2017,ACSP,38,7301.5,5547.4,0.67,0,3.1, ,KN,OCC-ASC-003,-99,0,CA, ,0.03157645,6.272E-05
338,43,6/7/2017,ACSP,38,7306.9,5561.6,1.55,0,4.9, ,KN,OCC-ASC-003,-99,0,CA, ,0.048647516,0.00014922
339,51,6/7/2017,PMEA,45,12343.5,3200.8,12.46,0,16.1,,KN,OCC-ASC-003,-99,0,CA, ,0.16121606,0.00123062
340,72,6/7/2017,ACSP,64,9362.9,8164,53.74,0,37.6, ,BR,OCC-ASC-003,-99,0,CA, ,0.376554156,0.00533982
341,73,6/7/2017,PLOB,65,9708,9055.3,20.22,0,21.5, ,MD,OCC-ASC-003,-99,0,CA, ,0.215115555,0.00200152
342,75,6/7/2017,POSP,66,10097.8,9775.7,32.77,0,26.3,,MD,OCC-ASC-003,-99,0,CA, ,0.262713532,0.00325292
343,77,6/7/2017,PLOB,67,10409.1,11215.9,9.83,0,14.5, ,MD,OCC-ASC-003,-99,0,CA, ,0.145174427,0.00096852
344,78,6/7/2017,PLOB,49,10320.1,10996.3,8.4,0,11.6, ,MD,OCC-ASC-003,-99,0,CA, ,0.116002858,0.00082852
345,79,6/7/2017,PLOB,68,10208.1,10957,17.67,0,21.2, ,EM,OCC-ASC-003,-99,0,CA, ,0.212186624,0.00174702
346,80,6/7/2017,PLOB,69,10116,10949.1,73.97,0,66.9, ,MD,OCC-ASC-003,-99,0,CA, ,0.669207387,0.00736056
347,82,6/7/2017,PLOB,67,10230.5,11057.6,15.63,0,30.6, ,MD,OCC-ASC-003,-99,0,CA, ,0.3057042,0.0015545
348,83,6/7/2017,PLOB,67,10380.5,11188.8,19.14,0,30.8, ,EM,OCC-ASC-003,-99,0,CA, ,0.307583596,0.00188622
349,84,6/7/2017,PLOB,71,10310.2,11035.2,2.94,0,7.2, ,EM,OCC-ASC-003,-99,0,CA, ,0.071618079,0.00028642
350,85,6/7/2017,PLOB,72,10348.5,10947.1,1.77,0,5.9, ,EM,OCC-ASC-003,-99,0,CA, ,0.058890157,0.00017032
351,87,6/7/2017,PLOB,69,10156.9,10844.2,19.13,0,28, ,EM,OCC-ASC-003,-99,0,CA, ,0.279985609,0.00188782
352,89,6/7/2017,PLOB,73,10345.4,10845.5,5.88,0,13.4, ,EM,OCC-ASC-003,-99,0,CA, ,0.133902352,0.00057602
353,92,6/7/2017,PLOB,74,10451.3,10896.8,1.26,0,4.3, ,EM,OCC-ASC-003,-99,0,CA, ,0.043233305,0.00012072
354,93,6/7/2017,PLOB,75,10467.9,10946.2,1.85,0,7.1, ,EM,OCC-ASC-003,-99,0,CA, ,0.070789651,0.00017742
355,94,6/7/2017,PLOB,76,10521,10930.2,0.84,0,3.7, ,EM,OCC-ASC-003,-99,0,CA, ,0.036990665,7.922E-05
356,95,6/7/2017,PLOB,73,10325.3,10815.2,2.71,0,8.5, ,EM,OCC-ASC-003,-99,0,CA, ,0.085274933,0.00026222
357,96,6/7/2017,PLOB,77,10283.5,10845.7,3.18,0,10, ,EM,OCC-ASC-003,-99,0,CA, ,0.100346004,0.00030792
358,97,6/7/2017,PLOB,69,10148.6,10812.7,0.76,0,3.4, ,EM,OCC-ASC-003,-99,0,CA, ,0.033576453,7.152E-05
359,99,6/7/2017,PLOB,69,10152.2,10879.3,1.26,0,5, ,EM,OCC-ASC-003,-99,0,CA, ,0.05006173,0.00012012
360,100,6/7/2017,PLOB,69,10160.4,10894.6,0.29,0,2, ,EM,OCC-ASC-003,-99,0,CA, ,0.019919595,2.572E-05
361,101,6/7/2017,PLOB,78,10329.3,11027.9,2.28,0,7.8, ,EM,OCC-ASC-003,-99,0,CA, ,0.077961224,0.00021962
362,81,6/7/2017,PLOB,70,10363.8,11064.2,18.24,0,30.5, ,EM,OCC-ASC-003,-99,0,CA, ,0.305340955,0.00179732
363,102,6/7/2017,PLOB,67,10301.4,11108.4,105.31,0,104.6, ,MD,OCC-ASC-003,-99,0,CA, ,1.046124786,0.01046552
364,110,6/7/2017,ACSP,79,6787.4,7445.1,16.45,0,18.2, ,BR,OCC-ASC-003,-99,0,CA, ,0.182044487,0.00162762
365,111,6/7/2017,ACSP,80,6180,8855.9,98.57,0,49, ,BR,OCC-ASC-003,-99,0,CA, ,0.490536909,0.00981412
366,114,6/7/2017,ACSP,81,6275.1,10768.5,160.51,0,75.7, ,BR,OCC-ASC-003,-99,0,CA, ,0.757149935,0.0159909
367,119,6/7/2017,POSP,82,3508.2,9257.5,12.81,0,15.9, ,EM,OCC-ASC-003,-99,0,CA, ,0.158872914,0.00126602
368,120,6/7/2017,POSP,82,3473.3,9142.2,131.99,0,70,,EM,OCC-ASC-003,-99,0,CA, ,0.699572064,0.01315828
369,121,6/7/2017,POSP,82,3560,9241.6,9.46,0,14.1,,MD,OCC-ASC-003,-99,0,CA, ,0.141316567,0.00093232
370,124,6/7/2017,POSP,84,4496.8,10087.1,11,0,22.5, ,EM,OCC-ASC-003,-99,0,CA, ,0.225358201,0.00107962
371,134,6/7/2017,ACSP,85,4173.4,5576.2,90.47,0,46.5, ,BR,OCC-ASC-003,-99,0,CA, ,0.464536913,0.00900872
372,141,6/7/2017,ACSP,86,8343.7,4535.8,15.19,0,16.8,,BR,OCC-ASC-003,-99,0,CA, ,0.167701342,0.00150322
373,143,6/7/2017,POSP,87,9648.7,4576.2,5.92,0,13.6, ,EM,OCC-ASC-003,-99,0,CA, ,0.135821949,0.0005859
